ID,Name,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
6261,Terraria,84,5,7.7,29,Engine Software,T
6262,Company of Heroes: Opposing Fronts,87,36,8.6,235,Relic,M
6263,Superman: Countdown to Apokolips,47,5,5.7,6,Mistic Software,E
6264,Worms 4: Mayhem,69,27,9.2,6,Team 17,T
6265,Rise of Nations,89,30,9,274,Big Huge Games,T
6266,Men of War: Vietnam,68,19,4.9,35,Best Way,T
6267,Imperial Glory,69,28,8.4,73,Pyro Studios,T
6268,Antz Extreme Racing,31,5,5,8,Empire Interactive,E
6269,Samurai Warriors 2: Empires,53,29,8.5,13,Omega Force,T
6270,Metal Slug XX,67,22,6.1,9,SNK Playmore,T
6271,Patrician IV,66,18,6.4,34,Gaming Minds Studios,E
6272,Fisherman's Challenge,67,7,7.5,4,Konami,E
6273,Resident Evil: Revelations,77,12,7,342,Capcom,M
6274,The Da Vinci Code,52,34,2.8,5,Double Helix Games,T
6275,Pure Pinball,68,11,8.5,6,Iridon Interactive AB,E
6276,Headhunter: Redemption,62,29,6.7,7,Amuze,M
6277,Dead Rising,78,6,6.6,30,Capcom,M
6278,Grand Theft Auto: Vice City,94,30,8.8,1520,Rockstar North,M
6279,Surf's Up,59,8,5.1,7,Ubisoft Montreal,E10+
6280,SWAT: Target Liberty,50,26,7.7,9,3G Studios,T
6281,Twin Strike: Operation Thunder,50,7,8.3,6,Naps Team,E10+
6282,CSI: Fatal Conspiracy,47,5,5.5,6,Telltale Games,M
6283,Bomberman: Act Zero,34,41,2.2,42,Hudson,T
6284,Empire Earth III,50,40,2.8,53,Mad Doc Software,T
6285,Resident Evil: Operation Raccoon City,48,8,3.8,188,Slant Six,M
6286,Dreamfall: The Longest Journey,73,42,8.8,24,Funcom,M
6287,JASF: Jane's Advanced Strike Fighters,48,4,3.1,14,Trickstar Games,T
6288,Brothers In Arms DS,72,27,8,25,Gameloft,T
6289,Colin McRae Rally 3,86,25,7.4,14,Codemasters,E
6290,TMNT,42,10,2.2,5,Ubisoft Quebec,E10+
6291,Stolen,51,16,7.4,16,Blue 52,T
6292,Stoked: Big Air Edition,72,21,7.7,16,Bongfish,T
6293,LEGO Jurassic World,72,8,7.1,31,TT Games,E10+
6294,Pro Race Driver,80,17,7.5,4,Codemasters,T
6295,The Movies,84,62,8.3,131,Lionhead Studios,T
6296,FIFA World Cup Germany 2006,71,7,7.2,6,EA Canada,E
6297,Supreme Commander: Forged Alliance,81,35,8.9,219,Gas Powered Games,E10+
6298,Dragon Ball: Advanced Adventure,75,7,8.5,11,Dimps Corporation,E10+
6299,Lost Planet 3,61,17,6.2,210,Spark Unlimited,T
6300,Echo Night Beyond,60,22,8.8,8,From Software,T
6301,Meteos: Disney Magic,74,36,6.6,5,Q Entertainment,E
6302,Beyblade Evolution,49,7,6.3,4,Rising Star Games,E
6303,Castlevania: Lords of Shadow 2,58,16,7.7,498,Mercury Steam,M
6304,Greg Hastings' Tournament Paintball Max'd,39,4,7.4,10,Nightlight Studios,E10+
6305,Halo: Combat Evolved,83,40,7.4,396,Gearbox Software,M
6306,Exist Archive: The Other Side of the Sky,69,13,7.9,16,Tri-Ace,T
6307,Little Red Riding Hood's Zombie BBQ,68,15,7.3,8,EnjoyUp Games,T
6308,Assassin's Creed Chronicles: China,69,44,6.4,83,"Climax Group, Climax Studios",T
6309,Worms: Ultimate Mayhem,66,4,7.8,48,Team 17,E10+
6310,Rugby 08,74,21,7.4,25,EA Canada,E
6311,Caesar IV,74,32,7.6,43,Tilted Mill,E10+
6312,Ferrari Challenge Trofeo Pirelli,71,37,6.2,26,Eutechnyx,E
6313,Cy Girls,53,28,8.8,4,KCEJ,M
6314,Ray Gigant,72,14,8.1,25,Bandai Namco Games,T
6315,APB Reloaded,56,12,5.7,269,"Reloaded Productions, Reloaded Games Inc.",M
6316,Bubble Bobble Double Shot,50,12,4.8,4,Marvelous Entertainment,E
6317,Bionicle Heroes,52,7,5.8,5,Traveller's Tales,E10+
6318,Harry Potter and the Order of the Phoenix,63,11,7.1,34,EA Games,E10+
6319,C.O.R.E.,44,16,6.9,19,NoWay Studio,M
6320,Chaos Wars,64,9,6.9,9,Idea Factory,T
6321,Steambot Chronicles,74,35,8.2,17,Irem,T
6322,Scaler,69,11,7.3,8,Artificial Mind and Movement,E
6323,Scarface: The World is Yours,73,18,7.5,57,Radical Entertainment,M
6324,Legasista,68,13,6.3,15,System Prisma,T
6325,Fatal Fury: Battle Archives Volume 1,68,22,8.3,4,SNK Playmore,T
6326,Harry Potter and the Prisoner of Azkaban,67,19,7.2,50,KnowWonder,E
6327,OutRun 2006: Coast 2 Coast,82,31,8.1,14,Sumo Digital,E
6328,Without Warning,45,25,6.5,8,CiRCLE,M
6329,Napoleon Dynamite: The Game,37,14,4.6,7,7 Studios,E10+
6330,Saints Row 2,72,24,6.8,380,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
6331,Trine 2,84,55,8.4,667,"Frozenbyte, Inc.",E10+
6332,Teenage Zombies: Invasion of the Alien Brain Thingys,67,30,8.2,29,InLight Entertainment,E10+
6333,Homefront: The Revolution,54,48,3.5,284,Deep Silver Dambuster Studios,M
6334,RLH: Run Like Hell,55,22,8,5,Digital Mayhem,M
6335,Obscure,66,29,8.4,9,Hydravision,M
6336,Just Dance 2017,75,5,8,6,Ubisoft Paris,E10+
6337,Stranger of Sword City,71,24,8,30,Experience Inc.,T
6338,World of Goo,90,26,8.5,607,2D Boy,E
6339,Secret Files 2: Puritas Cordis,64,14,7.1,17,"Fusionsphere Systems, Animation Arts",T
6340,Monster Kingdom: Jewel Summoner,66,25,6.8,6,Gaia (Sony),T
6341,Railroad Tycoon 3,80,19,7.7,57,PopTop Software,E
6342,S.T.A.L.K.E.R.: Clear Sky,75,47,7.7,478,GSC Game World,M
6343,Painkiller: Hell Wars,68,33,7.4,16,People Can Fly,M
6344,FunkMaster Flex's Digital Hitz Factory,71,6,8.9,10,Jester Interactive,E
6345,World in Conflict,89,44,8.1,301,Massive Entertainment,T
6346,Tomb Raider: Anniversary,83,26,8.1,242,Nixxes Software,T
6347,Infamous: First Light,73,70,7.5,580,Sucker Punch,T
6348,Tour de France 2014,53,9,5.1,22,Cyanide,E
6349,RedCard 20-03,67,8,9,4,Point of View,E
6350,Bounty Hounds,63,14,6,7,Xpec,T
6351,TOCA Race Driver 3,84,25,8,6,Codemasters,E10+
6352,Silent Scope,70,5,8,5,Now Production,T
6353,The Cursed Crusade,55,7,6,33,Kylotonn,M
6354,Hotel Giant 2,58,7,2.5,19,Enlight Software,E
6355,DarkStar One,71,33,7.2,54,Ascaron Entertainment GmbH,T
6356,Hitman: Blood Money,82,35,8.8,528,Io Interactive,M
6357,Duke Nukem 3D: 20th Anniversary World Tour,77,15,6.9,15,Gearbox Software,M
6358,Section 8,72,31,7,78,TimeGate Studios,T
6359,Alpha Protocol,72,25,7.5,511,Obsidian Entertainment,M
6360,Planescape: Torment,91,22,9.2,813,Black Isle Studios,T
6361,Star Wars Jedi Knight: Jedi Academy,81,34,8.6,293,Raven Software,T
6362,Red Faction II,79,12,7.3,4,Cranky Pants Games,M
6363,Battle Engine Aquila,73,17,9,5,Lost Toys,T
6364,Special Forces: Nemesis Strike,60,10,6.5,4,Asobo Studio,M
6365,Women's Volleyball Championship,32,7,4,4,Spike,E
6366,Crimson Tears,62,30,7.8,4,DreamFactory,T
6367,Battle Assault 3 featuring Gundam Seed,48,9,8.7,7,Natsume,T
6368,WRC: FIA World Rally Championship,67,18,7.8,19,Traveller's Tales,E
6369,Rapala Tournament Fishing!,41,4,8,6,FUN Labs,E
6370,Superstars V8 Racing,66,29,4.9,9,Milestone S.r.l,E
6371,JoJo's Bizarre Adventure: Eyes of Heaven,61,35,7.4,44,CyberConnect2,T
6372,Supreme Ruler: Cold War,63,12,6.8,27,BattleGoat Studios,RP
6373,Rise of Nations: Rise of Legends,84,46,8.5,108,Big Huge Games,T
6374,The Sum of All Fears,36,11,3.4,5,Ubisoft Shanghai,T
6375,Yumi's Odd Odyssey,74,13,7.7,23,Studio Saizensen,E
6376,EverBlue 2,59,21,7.5,4,Arika,E
6377,Electroplankton,71,49,7,37,Indies Zero,E
6378,FIFA World Cup: Germany 2006,57,4,6.9,7,EA Canada,E
6379,Earthworm Jim 2,45,10,5.7,6,Super Empire,E
6380,Dungeon Maker: Hunting Ground,70,18,6.4,8,Global A,E10+
6381,MotoGP,69,18,7.1,7,Namco Bandai Games,E
6382,Apache: Air Assault,64,7,7.5,18,Gaijin Entertainment,T
6383,Call of Juarez: Bound in Blood,78,39,8,282,Techland,M
6384,Red Faction: Guerrilla,82,29,7.5,308,"Volition Inc., Reactor Zero",M
6385,Deus Ex: Mankind Divided,83,55,6.1,684,"Eidos Montreal, Nixxes Software",M
6386,Astonishia Story,48,35,4.9,18,Sonnori,E10+
6387,Prince of Persia: The Forgotten Sands,75,16,6.6,218,Ubisoft Montreal,T
6388,RACE On,73,14,8.2,20,SimBin,E
6389,Song of the Deep,73,12,6.3,15,Insomniac Games,E
6390,Tork: Prehistoric Punk,62,21,6.2,6,Tiwak,E
6391,Overlord II,79,32,8.1,159,Triumph Studios,T
6392,Jikandia: The Timeless Land,60,5,7.2,5,Opus Studio,T
6393,Toy Shop,31,7,5.4,11,"Gameinvest, Seed Studios, Lda",E
6394,DiRT Rally,86,33,8.7,288,Codemasters,E
6395,Trials Fusion,80,12,6.8,97,RedLynx,E10+
6396,Prison Architect,80,18,8,19,"Introversion, Double Eleven",M
6397,Sorcery Saga: The Curse of the Great Curry God,65,17,7.3,44,Zerodiv,T
6398,Dance Factory,56,22,5.8,8,Broadsword Interactive,E
6399,The Legend of Heroes III: Song of the Ocean,58,17,6.1,7,Microvision,E10+
6400,Combat Mission: Shock Force,62,15,3.3,86,Big Time Software,T
6401,F1 2002,72,7,7.8,4,EA Sports,E
6402,Men of War,80,22,8.1,136,Best Way,M
6403,Alter Ego,59,9,5.8,19,"Viva Media, Viva Media, LLC",T
6404,Zero Escape: Virtue's Last Reward,88,15,8.8,188,ChunSoft,M
6405,Darkstalkers Resurrection,80,33,7.3,27,Iron Galaxy Studios,T
6406,Transformers: Devastation,74,9,7.6,56,PlatinumGames,T
6407,The Golf Club,64,15,5.4,59,HB Studios Multimedia,E
6408,Neverwinter Nights,91,34,8.2,490,BioWare,T
6409,Digimon World 4,54,5,8.8,4,Bandai,E
6410,Guilty Gear XX Accent Core Plus,76,10,7.3,9,Arc System Works,T
6411,Galleon: Islands of Mystery,67,40,7,10,Confounding Factor,T
6412,Sunny Garcia Surfing,61,11,7.9,7,Krome Studios,E
6413,Lock On: Modern Air Combat,76,20,7.5,549,Eagle Dynamics,E
6414,Worms: WMD,78,23,7.6,19,Team 17,E10+
6415,Rabbids Land,52,26,5.2,29,Ubisoft Paris,E10+
6416,Guild Wars,89,53,8.4,455,ArenaNet,T
6417,Take On Helicopters,70,10,6.7,28,Bohemia Interactive,T
6418,S.L.A.I.: Steel Lancer Arena International,66,16,7.8,10,Genki,T
6419,Nacho Libre,56,6,5.8,6,BudCat,E10+
6420,Homeworld 2,83,31,8.3,128,Relic,T
6421,Rayman 3: Hoodlum Havoc,74,8,8.3,70,Ubisoft,E
6422,Graffiti Kingdom,71,27,7.1,12,Taito Corporation,E
6423,Klonoa 2: Dream Champ Tournament,78,20,9.3,6,Namco,E
6424,N+,79,21,7.8,18,"Metanet Software Inc., SilverBirch Studios",E
6425,Knights of Honor,77,26,9.1,89,Black Sea Studios,E10+
6426,Empire Earth II,79,39,7.1,89,Mad Doc Software,T
6427,Hot Pixel,55,35,6.5,6,zSlide,T
6428,Valentino Rossi: The Game,74,5,8.1,7,Milestone S.r.l,E
6429,Codename: Panzers Cold War,67,28,5.8,8,Stormregion,T
6430,Star Wars: The Force Unleashed II,59,14,5.8,162,LucasArts,T
6431,Atomic Betty,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E
6432,Doom,85,44,8.2,1796,id Software,M
6433,Street Jam Basketball,35,7,8,7,Prograph,E
6434,SimCity,64,75,2.2,4572,Maxis,E10+
6435,Harry Potter and the Half-Blood Prince,64,14,6.1,35,EA Bright Light,E10+
6436,Doom 3 BFG Edition,59,12,5.3,210,id Software,M
6437,Popeye: Rush for Spinach,48,9,4.2,5,Magic Pockets,E
6438,Culdcept,78,26,8.9,9,NEC Interchannel,T
6439,GTR Evolution,83,19,8.2,63,SimBin,E
6440,Lords of the Fallen,73,36,6.9,583,"City Interactive, Deck 13",M
6441,NBA 08,75,18,7.5,8,SCEA,E
6442,Sins of a Solar Empire,87,52,8.2,275,Ironclad Games,T
6443,NBA 2K13,90,5,6.8,130,Visual Concepts,E
6444,Resident Evil 4,76,15,7.4,242,Capcom,M
6445,007: Quantum of Solace,70,18,6.3,55,Treyarch,T
6446,Metal Dungeon,44,14,7.2,5,Panther Software,T
6447,Drome Racers,54,5,6.6,5,Attention To Detail,E
6448,Gekido Advance: Kintaro's Revenge,70,7,7,4,Naps Team,T
6449,Commander: Conquest of the Americas,68,16,5.2,19,Nitro Games,T
6450,LEGO Pirates of the Caribbean: The Video Game,73,11,6.6,17,Traveller's Tales,E10+
6451,Race Driver 2006,81,16,8.5,6,Sumo Digital,T
6452,Buffy the Vampire Slayer: Wrath of the Darkhul King,44,16,8.6,5,Natsume,T
6453,Mighty No. 9,48,9,4.6,78,Inti Creates,E10+
6454,Superdimension Neptune vs Sega Hard Girls,73,16,8.4,12,Compile Heart,T
6455,The Talos Principle,88,31,8.4,124,Croteam,E10+
6456,Spectral Souls: Resurrection of the Ethereal Empires,47,27,8.2,12,"Neverland, Idea Factory",T
6457,Syberia II,71,7,8.7,6,Microids,T
6458,Braid,90,11,8.6,819,"Number None Inc., Knockout Games",E10+
6459,Syberia,82,26,8.5,235,Microids,T
6460,Turn It Around,39,11,4.5,4,"Taito Corporation, 505 Games",E
6461,Jack Keane,69,25,7,21,Legacy Interactive,T
6462,Monsters vs. Aliens,63,8,6.2,5,Beenox,E10+
6463,Ride,68,8,4.8,30,Milestone S.r.l,E
6464,LEGO Harry Potter: Years 1-4,79,15,7.9,55,Traveller's Tales,E10+
6465,MechAssault: Phantom War,66,16,4.5,4,Backbone Entertainment,T
6466,The Last Guy,77,33,6.9,30,SCE Japan Studio,E10+
6467,Max Payne,78,33,7.8,13,Mobius Entertainment,M
6468,Star Trek: Tactical Assault,64,15,7.9,10,Quicksilver Software,E
6469,Cossacks: European Wars,74,16,8.6,60,GSC Game World,T
6470,MX vs. ATV Supercross,58,4,3.5,4,Nordic Games Publishing,E
6471,NBA 2K7,83,8,8.6,5,"Kush Games, Visual Concepts",E
6472,XBLAZE Code: Embryo,43,5,7.4,24,Arc System Works,M
6473,Warhammer: Mark of Chaos,73,32,7.4,57,Black Hole Games,M
6474,Warship Gunner 2,62,13,8.5,11,Micro Cabin,T
6475,Gotcha Force,56,24,8.2,17,Capcom,E
6476,Driver: Parallel Lines,59,9,6,20,Reflections Interactive,M
6477,Battlefield Vietnam,84,48,7.5,133,Digital Illusions,T
6478,Dead Rising 2,82,4,6.6,8,Blue Castle Games,M
6479,Age of Conan: Rise of the Godslayer,83,14,8.4,52,Funcom,M
6480,Buffy the Vampire Slayer: Chaos Bleeds,75,18,9,9,Eurocom Entertainment Software,T
6481,Jet Grind Radio,74,22,9.3,6,Vicarious Visions,E
6482,Max Payne 2: The Fall of Max Payne,86,46,9,802,Remedy Entertainment,M
6483,Magicka,74,44,7.6,602,Arrowhead Game Studios,T
6484,Baldur's Gate: Dark Alliance,76,17,6.5,11,Magic Pockets,T
6485,NHL 07,75,14,7.7,6,EA Sports,E10+
6486,The Technomancer,68,12,7.4,55,Spiders,M
6487,Guild Wars: Nightfall,84,30,8.7,104,ArenaNet,T
6488,Medal of Honor: Vanguard,63,29,6.1,34,Electronic Arts,T
6489,Super Monkey Ball Adventure,53,32,6.7,10,TT Games,E
6490,Madden NFL 07,68,4,9.3,4,Exient Entertainment,E
6491,MySims,70,12,6.4,8,EA Redwood Shores,E
6492,The Sims 2: Bon Voyage,74,9,7.3,24,Maxis,T
6493,AniMates!,33,4,2.5,4,Dreamcatcher,E
6494,Star Wars The Clone Wars: Republic Heroes,46,9,4.7,46,"LucasArts, Krome Studios",T
6495,The Peanuts Movie: Snoopy's Grand Adventure,59,4,6.6,19,"Activision, Behaviour Interactive",E
6496,Aegis of Earth: Protonovus Assault,57,11,7.8,9,Acquire,T
6497,Bully: Scholarship Edition,72,11,7.5,257,"Mad Doc Software, Rockstar Vancouver",T
6498,Justice League Heroes: The Flash,72,8,7.4,7,WayForward,E10+
6499,Metal Saga,62,26,7.3,9,Crea-Tech,T
6500,Divinity II: Flames of Vengeance,72,4,8.3,15,Larian Studios,M
6501,Battlefield 2142,80,48,6.8,326,EA DICE,T
6502,Air Conflicts: Secret Wars,65,5,6.4,24,Games Farm,T
6503,Lost Planet 2,63,15,6.3,87,Capcom,T
6504,X3: Terran Conflict,73,16,7.9,222,Egosoft,T
6505,Agatha Christie's The ABC Murders,67,17,6.2,12,Microids,T
6506,Judge Dredd: Dredd Vs Death,52,13,5.3,9,Rebellion,M
6507,SWAT 4,85,49,8.6,224,Irrational Games,M
6508,Battlefield 1942,89,27,8.6,327,Digital Illusions,T
6509,Napoleon Dynamite: The Game,45,9,7.3,4,7 Studios,E10+
6510,Legend of Kay Anniversary,62,22,6.4,11,"Neon Studios, Kaiko",E10+
6511,Dungeon Siege II,80,51,7.9,159,Gas Powered Games,M
6512,Battlestations: Pacific,74,31,8.4,46,Eidos Interactive,T
6513,ZooCube,67,15,6.1,7,PuzzleKings,E
6514,GRID Autosport,78,35,6.2,257,Codemasters,E
6515,The Lord of the Rings: Conquest,57,24,6.7,42,Pandemic Studios,T
6516,Stake: Fortune Fighters,26,8,3.7,6,Gameness Art Software,T
6517,Serious Sam Advance,51,9,7.2,10,Climax Group,M
6518,Cold War,60,25,8,4,Mindware Studios,T
6519,Steel Battalion: Line of Contact,70,19,8,8,Capcom,T
6520,NBA Starting Five,48,4,5.5,4,Konami,E
6521,Spy Hunter: Nowhere To Run,51,21,6,6,Terminal Reality,T
6522,Final Fantasy XIV: Heavensward,86,14,7.7,255,Square Enix,T
6523,Omega Quintet,58,22,7.1,81,Compile Heart,T
6524,"Ed, Edd n Eddy: The Mis-Edventures",56,6,7.7,6,Artificial Mind and Movement,E
6525,Viva Pinata,78,20,7.8,20,"Climax Group, Climax Studios",E
6526,Neverwinter Nights 2,82,46,6.5,565,Obsidian Entertainment,T
6527,Star Wars: Empire at War - Forces of Corruption,75,25,8.6,79,Petroglyph,T
6528,Jurassic Park: Operation Genesis,72,15,8.7,55,Blue Tongue Entertainment,T
6529,Warhammer Online: Age of Reckoning,86,54,7.9,374,EA Mythic,T
6530,Total Overdose: A Gunslinger's Tale in Mexico,71,28,9.2,27,Deadline Games,M
6531,AMF Xtreme Bowling,30,4,4.2,5,"Atomic Planet Entertainment, Mud Duck Productions",E
6532,Worms,76,9,6.9,18,Team 17,E10+
6533,Capcom Digital Collection,65,11,5.3,4,Capcom,T
6534,The Settlers: Rise of an Empire,66,19,7.7,44,Blue Byte,E10+
6535,Tank Beat,40,12,5.4,8,MileStone Inc.,E10+
6536,ParaWorld,71,29,8.3,23,SEK Ost,T
6537,Rengoku II:  The Stairway To H.E.A.V.E.N.,51,24,7.6,14,Neverland,T
6538,Here They Lie,62,31,6.5,36,The Tangentlemen,M
6539,George of the Jungle and the Search for the Secret,35,10,4,6,Crave,E
6540,Inkheart,39,8,2.2,5,Dreamcatcher,E
6541,Demigod,76,50,7.9,183,Gas Powered Games,T
6542,Mage Knight: Destiny's Soldier,59,8,7.1,11,Big Blue Bubble Inc.,E10+
6543,Stronghold Crusader Extreme,45,11,6.8,45,FireFly Studios,T
6544,DemiKids: Light Version,62,8,8.3,15,Multimedia Intelligence Transfer,E
6545,Cities XL 2011,70,17,5.7,39,Monte Cristo Multimedia,E
6546,Line Rider 2: Unbound,62,12,6.4,5,InXile Entertainment,E
6547,SimCity Societies,63,27,4.3,95,Tilted Mill,E10+
6548,Star Trek Online,66,34,6.2,694,Cryptic Studios,T
6549,Anima - Gate of Memories,52,13,7.9,34,"Edge Entertainment, Anima Project",T
6550,Tom Clancy's Rainbow Six: Vegas 2,78,20,7.3,185,Ubisoft Montreal,M
6551,Tropico 4: Modern Times,78,11,8,58,Haemimont,T
6552,ScrapLand,73,20,7.4,5,Mercury Steam,T
6553,Brothers in Arms: Hell's Highway,79,22,7.9,130,Gearbox Software,M
6554,DiRT,84,20,7.3,91,Codemasters,E
6555,IL-2 Sturmovik: Forgotten Battles,86,12,8.6,38,"1C, 1C Company",T
6556,Psycho-Pass: Mandatory Happiness,64,11,7.3,10,5pb,T
6557,Ceville,73,17,8.2,21,Boxed Dream,E
6558,Brandish: The Dark Revenant,78,9,8.3,12,Falcom,T
6559,Summon Night: Swordcraft Story,77,20,8.1,19,Flight-Plan,E10+
6560,Falcon 4.0: Allied Force,90,7,8.6,37,Lead Pursuit,T
6561,Pro Fishing Challenge,62,11,9.1,9,Opus,E
6562,Phoenix Wright: Ace Attorney Trilogy,81,34,9,76,NATSUME ATARI Inc.,T
6563,Rule of Rose,59,44,8.6,51,"Punchline, Shirogumi",M
6564,RedCard 20-03,71,11,7.4,5,Point of View,E
6565,Pac-Man World Rally,54,20,7.4,5,Smart Bomb Interactive,E
6566,GT Legends,84,21,8.6,44,SimBin,E
6567,Street Fighter X Tekken,79,8,6.4,134,"Capcom, QLOC",T
6568,Kung Fu Panda,71,11,7.8,12,Beenox,E10+
6569,Frontlines: Fuel of War,73,19,6.9,171,Kaos Studios,T
6570,Tom Clancy's EndWar,68,24,6.7,42,Ubisoft Shanghai,T
6571,Zathura,48,15,5.5,4,High Voltage Software,E10+
6572,Plants vs. Zombies: Garden Warfare,78,11,7.8,186,PopCap,E10+
6573,Eureka Seven Vol. 2: The New Vision,40,17,7,5,Namco Bandai Games America,T
6574,Test Drive Unlimited,79,18,8.1,124,Eden Studios,T
6575,Grey's Anatomy: The Video Game,36,4,3.9,20,Longtail Studios,T
6576,F1 Race Stars,62,8,5.4,46,Codemasters,E
6577,Serious Sam: Next Encounter,69,18,8.4,9,Climax Group,M
6578,Knight's Apprentice: Memorick's Adventures,53,11,4.5,8,Microids,T
6579,Freedom Wings,46,7,7.7,6,Beluga Computer,E10+
6580,Left 4 Dead,89,58,9.2,3717,Valve Software,M
6581,Iron Phoenix,58,11,6.5,4,InterServ International,T
6582,Kuon,57,20,7.7,9,From Software,M
6583,Fuel,67,16,6.7,86,Asobo Studio,E
6584,Dungeon Defenders,81,26,7.3,399,Trendy Entertainment,E10+
6585,Group S Challenge,57,17,6,5,Capcom,E
6586,Balls of Fury,19,6,2.8,25,Black Lantern Studios,E10+
6587,Indigo Prophecy,85,41,8.3,375,Quantic Dream,M
6588,Overlord,81,27,8.1,220,Triumph Studios,T
6589,The Lord of the Rings: The Battle for Middle-Earth II,84,36,7.5,366,EA LA,T
6590,FIFA Soccer 09,77,15,6.8,36,EA Canada,E
6591,Quake 4,81,62,7.6,281,Raven Software,M
6592,XGRA: Extreme G Racing Association,69,13,7,5,Acclaim Studios Cheltenham,T
6593,Max Payne,89,32,9.1,1016,Remedy Entertainment,M
6594,Touhou Genso Rondo: Bullet Ballet,55,19,4.7,34,"Mediascape, CUBETYPE",E10+
6595,SBK: Snowboard Kids,63,14,6.5,4,Racjin,E
6596,Homeworld,93,20,9,326,Relic,E
6597,Sniper Elite V2,58,5,5.8,30,Rebellion,M
6598,Order of War,69,39,7.3,73,Wargaming.net,T
6599,The Fast and the Furious,58,7,5.3,6,Eutechnyx,T
6600,Maximum Capacity: Hotel Giant,59,11,7.7,9,JoWooD Entertainment AG,T
6601,Legend: Hand of God,57,9,5.8,19,Master Creating,M
6602,Sacred 3,57,47,1.4,544,Deep Silver,M
6603,Pro Evolution Soccer 2017,69,9,3.7,137,Konami,E
6604,SAW,55,6,6,31,Zombie Studios,M
6605,The Awakened Fate Ultimatum,65,20,7.3,23,Nippon Ichi Software,T
6606,Spider-Man 3,62,16,7.1,29,Beenox,T
6607,Xblaze: Lost Memories,63,4,6.2,5,Arc System Works,M
6608,Spider-Man: Web of Shadows,52,11,7.8,57,"Treyarch, Shaba Games",T
6609,Headhunter: Redemption,59,26,6.8,4,Amuze,M
6610,Chicago Enforcer,33,9,2.8,4,Touchdown Entertainment,M
6611,The Lord of the Rings Online: Mines of Moria,85,24,8.2,99,Turbine Inc.,T
6612,Carmageddon: Max Damage,52,15,7.1,12,Stainless Games,M
6613,Stormrise,42,15,4.9,22,Creative Assembly,M
6614,Painkiller,81,62,8.1,284,People Can Fly,M
6615,Ruff Trigger: The Vanocore Conspiracy,57,8,7,7,Playstos Entertainment,E10+
6616,RollerCoaster Tycoon World,43,7,2.4,31,Nvizzio Creations,E
6617,XGRA: Extreme G Racing Association,66,15,6.8,5,Acclaim Studios Cheltenham,T
6618,Darksiders: Warmastered Edition,79,9,8.5,15,Nordic Games Publishing,M
6619,Lara Croft and the Temple of Osiris,73,17,5.4,52,Nixxes Software,T
6620,Motocross Mania 3,38,9,3.6,7,Deibus Studios,T
6621,Fist of the North Star: Ken's Rage 2,40,4,5.8,18,Koei,M
6622,Blazing Angels: Squadrons of WWII,65,16,4.6,17,Ubisoft Romania,T
6623,Hellgate: London,70,40,6.3,374,Flagship Studios,M
6624,Dynasty Warriors 8: Empires,70,15,7.4,9,Omega Force,T
6625,Pump It Up: Exceed,74,9,7.5,4,Andamiro U.S.A. Corp.,T
6626,Tenkai Knights: Brave Battle,26,10,2.4,22,Bandai Namco Games,E10+
6627,TOCA Race Driver 3,84,16,7.8,53,Codemasters,E10+
6628,Battle Princess of Arcadias,69,22,7.9,25,ApolloSoft,T
6629,Digimon Rumble Arena 2,65,8,8.8,4,Black Ship Games,T
6630,Ridge Racer Unbounded,72,9,6,83,Bugbear,T
6631,Mini Ninjas,74,14,8.3,78,Io Interactive,E10+
6632,Tom Clancy's Splinter Cell Classic Trilogy HD,67,21,6.8,29,Ubisoft,M
6633,Mighty No. 9,55,13,4.2,94,Inti Creates,E10+
6634,Crysis: Warhead,84,56,7.9,516,Crytek,M
6635,Hogs of War,62,10,8.8,31,Infogrames Sheffield,T
6636,Elven Legacy,71,27,7.1,38,1C:Ino-Co,T
6637,Point Blank 3,78,5,8.4,5,Tose Software,T
6638,Vietcong,74,22,8.7,76,Pterodon,T
6639,Nervous Brickdown,70,21,7.5,11,Arkedo Studio,E
6640,Charlie's Angels,23,21,3.3,23,Neko Entertainment,T
6641,uDraw Studio: Instant Artist,54,5,5.7,6,THQ,E
6642,The Testament of Sherlock Holmes,64,24,7.6,30,Frogwares,M
6643,Guitar Hero III: Legends of Rock,79,15,7.2,63,Aspyr,T
6644,The Crew: Wild Run,65,5,6.6,21,Ivory Tower,T
6645,Marvel Avengers: Battle for Earth,62,11,7.3,12,Ubisoft Quebec,T
